team0,team1,team0_score,team1_score,ot,ot_time,team0_pl,team1_pl,game_num,player_num,time,region,team0_match_score,team1_match_score,team0_win,team1_win,goals_scored
G2 Esports,Uva,2.0,1.0,True,1:19,"['JKnaps', 'Mile', 'Rizzo']","['fAsi', 'ianpinheiro', 'math']",1,3,"May 21, 2020 - 15:00 PDT",North America,3,0,True,False,3.0
G2 Esports,Uva,2.0,0.0,False,0:00,"['Chicago', 'Mile']","['ianpinheiro', 'math']",2,2,"May 21, 2020 - 15:00 PDT",North America,3,0,True,False,2.0
G2 Esports,Uva,8.0,3.0,False,0:00,['Mile'],['ianpinheiro'],3,1,"May 21, 2020 - 15:00 PDT",North America,3,0,True,False,11.0
Jamal Jabary,Flight,2.0,1.0,False,0:00,"['Lj', 'Spyder', 'Toastie']","['Aeon', 'Sea-Bass', 'rapid']",1,3,"May 21, 2020 - 15:00 PDT",North America,3,1,True,False,3.0
Jamal Jabary,Flight,3.0,2.0,False,0:00,"['Lj', 'dreaz']","['Aeon', 'rapid']",2,2,"May 21, 2020 - 15:00 PDT",North America,3,1,True,False,5.0
Jamal Jabary,Flight,4.0,6.0,False,0:00,['dreaz'],['rapid'],3,1,"May 21, 2020 - 15:00 PDT",North America,3,1,False,True,10.0
Jamal Jabary,Flight,2.0,1.0,True,4:17,"['Lj', 'Spyder', 'Toastie']","['Aeon', 'Sea-Bass', 'rapid']",4,3,"May 21, 2020 - 15:00 PDT",North America,3,1,True,False,3.0
72 Pin Connector,Warriors International,0.0,2.0,False,0:00,"['Demo', 'Jacob', 'LionBlaze']","['Buddy', 'JWismont', 'Stokelyy']",1,3,"May 21, 2020 - 15:00 PDT",North America,3,1,False,True,2.0
72 Pin Connector,Warriors International,4.0,3.0,False,0:00,"['Jacob', 'LionBlaze']","['Buddy', 'JWismont']",2,2,"May 21, 2020 - 15:00 PDT",North America,3,1,True,False,7.0
72 Pin Connector,Warriors International,17.0,5.0,False,0:00,['LionBlaze'],['Buddy'],3,1,"May 21, 2020 - 15:00 PDT",North America,3,1,True,False,22.0
72 Pin Connector,Warriors International,3.0,1.0,False,0:00,"['Demo', 'Jacob', 'LionBlaze']","['Buddy', 'JWismont', 'Stokelyy']",4,3,"May 21, 2020 - 15:00 PDT",North America,3,1,True,False,4.0
Susquehanna Soniqs,Enormity eSports,4.0,2.0,False,0:00,"['Dappur', 'Satthew', 'Shock']","['AdverseMeteor', 'Oath', 'Skyzz']",1,3,"May 21, 2020 - 15:00 PDT",North America,3,2,True,False,6.0
Susquehanna Soniqs,Enormity eSports,5.0,2.0,False,0:00,"['Satthew', 'Shock']","['AdverseMeteor', 'Skyzz']",2,2,"May 21, 2020 - 15:00 PDT",North America,3,2,True,False,7.0
Susquehanna Soniqs,Enormity eSports,5.0,7.0,False,0:00,['Dappur'],['AdverseMeteor'],3,1,"May 21, 2020 - 15:00 PDT",North America,3,2,False,True,12.0
Susquehanna Soniqs,Enormity eSports,8.0,9.0,True,0:09,['Dappur'],['AdverseMeteor'],4,1,"May 21, 2020 - 15:00 PDT",North America,3,2,False,True,17.0
Susquehanna Soniqs,Enormity eSports,2.0,0.0,False,0:00,"['Dappur', 'Satthew', 'Shock']","['AdverseMeteor', 'Oath', 'Skyzz']",5,3,"May 21, 2020 - 15:00 PDT",North America,3,2,True,False,2.0
NRG Esports,Momentum,3.0,2.0,False,0:00,"['GarrettG', 'Turbopolsa', 'jstn.']","['Mijo', 'Pirates', 'PrimeThunder']",1,3,"May 21, 2020 - 16:00 PDT",North America,3,2,True,False,5.0
NRG Esports,Momentum,2.0,4.0,False,0:00,"['GarrettG', 'jstn.']","['Mijo', 'Pirates']",2,2,"May 21, 2020 - 16:00 PDT",North America,3,2,False,True,6.0
NRG Esports,Momentum,6.0,5.0,True,0:08,['GarrettG'],['Mijo'],3,1,"May 21, 2020 - 16:00 PDT",North America,3,2,True,False,11.0
NRG Esports,Momentum,3.0,4.0,False,0:00,"['GarrettG', 'jstn.']","['Mijo', 'Pirates']",4,2,"May 21, 2020 - 16:00 PDT",North America,3,2,False,True,7.0
NRG Esports,Momentum,2.0,0.0,False,0:00,"['GarrettG', 'Turbopolsa', 'jstn.']","['Mijo', 'Pirates', 'PrimeThunder']",5,3,"May 21, 2020 - 16:00 PDT",North America,3,2,True,False,2.0
Stromboli,Ellevens Esports,3.0,1.0,False,0:00,"['AlphaKep', 'Hec', 'JPow']","['CaioTG1', 'caard', 'tander']",1,3,"May 21, 2020 - 16:00 PDT",North America,3,2,True,False,4.0
Stromboli,Ellevens Esports,6.0,3.0,False,0:00,"['AlphaKep', 'JPow']","['CaioTG1', 'caard']",2,2,"May 21, 2020 - 16:00 PDT",North America,3,2,True,False,9.0
Stromboli,Ellevens Esports,6.0,7.0,True,0:21,['AlphaKep'],['BRUNOVISQUII'],3,1,"May 21, 2020 - 16:00 PDT",North America,3,2,False,True,13.0
Stromboli,Ellevens Esports,0.0,2.0,False,0:00,"['AlphaKep', 'Hec', 'JPow']","['CaioTG1', 'caard', 'tander']",4,3,"May 21, 2020 - 16:00 PDT",North America,3,2,False,True,2.0
Stromboli,Ellevens Esports,10.0,3.0,False,0:00,"['AlphaKep', 'JPow']","['CaioTG1', 'caard']",5,2,"May 21, 2020 - 16:00 PDT",North America,3,2,True,False,13.0
EUnited,Avidity Esports,3.0,1.0,False,0:00,"['Memory', 'ayjacks', 'hockser']","['FirefoxD', 'Haberkamper', 'renaN']",1,3,"May 21, 2020 - 16:00 PDT",North America,3,0,True,False,4.0
EUnited,Avidity Esports,4.0,3.0,False,0:00,"['ayjacks', 'hockser']","['FirefoxD', 'renaN']",2,2,"May 21, 2020 - 16:00 PDT",North America,3,0,True,False,7.0
EUnited,Avidity Esports,6.0,4.0,False,0:00,['ayjacks'],['renaN'],3,1,"May 21, 2020 - 16:00 PDT",North America,3,0,True,False,10.0
Pittsburgh Knights,Sup,2.0,3.0,True,2:11,"['AlRaz', 'AyyJayy', 'Gyro.']","['Daniel', 'Forky', 'money']",1,3,"May 21, 2020 - 16:00 PDT",North America,3,1,False,True,5.0
Pittsburgh Knights,Sup,3.0,2.0,True,0:26,"['AyyJayy', 'Gyro.']","['Daniel', 'Forky']",2,2,"May 21, 2020 - 16:00 PDT",North America,3,1,True,False,5.0
Pittsburgh Knights,Sup,4.0,3.0,True,0:11,['AyyJayy'],['Forky'],3,1,"May 21, 2020 - 16:00 PDT",North America,3,1,True,False,7.0
Pittsburgh Knights,Sup,4.0,3.0,False,0:00,"['AyyJayy', 'Gyro.']","['Daniel', 'Forky']",4,2,"May 21, 2020 - 16:00 PDT",North America,3,1,True,False,7.0
Rogue,3 Star Armada,4.0,1.0,False,0:00,"['Kronovi', 'Turinturo', 'firstkiller']","['Astroh', 'Brendan', 'Skillz']",1,3,"May 21, 2020 - 17:00 PDT",North America,3,0,True,False,5.0
Rogue,3 Star Armada,4.0,3.0,True,0:43,"['Turinturo', 'firstkiller']","['Astroh', 'Skillz']",2,2,"May 21, 2020 - 17:00 PDT",North America,3,0,True,False,7.0
Rogue,3 Star Armada,6.0,4.0,False,0:00,['firstkiller'],['Skillz'],3,1,"May 21, 2020 - 17:00 PDT",North America,3,0,True,False,10.0
Plot Twist,Vision,2.0,5.0,False,0:00,"['Taroco', 'mectos', 'sosa']","['BeastMode', 'Kinseh', 'Radoko']",1,3,"May 21, 2020 - 17:00 PDT",North America,3,1,False,True,7.0
Plot Twist,Vision,3.0,2.0,False,0:00,"['Taroco', 'mectos']","['Kinseh', 'Radoko']",2,2,"May 21, 2020 - 17:00 PDT",North America,3,1,True,False,5.0
Plot Twist,Vision,8.0,6.0,False,0:00,['Taroco'],['BeastMode'],3,1,"May 21, 2020 - 17:00 PDT",North America,3,1,True,False,14.0
Plot Twist,Vision,4.0,2.0,False,0:00,"['Taroco', 'mectos', 'sosa']","['BeastMode', 'Kinseh', 'Radoko']",4,3,"May 21, 2020 - 17:00 PDT",North America,3,1,True,False,6.0
Affinity,Double Tap,2.0,1.0,False,0:00,"['MajicBear', 'Percy', 'creamz']","['Andy', 'Delta', 'Thundah']",1,3,"May 21, 2020 - 17:00 PDT",North America,3,0,True,False,3.0
Affinity,Double Tap,6.0,5.0,False,0:00,"['MajicBear', 'Percy']","['Andy', 'Jbot']",2,2,"May 21, 2020 - 17:00 PDT",North America,3,0,True,False,11.0
Affinity,Double Tap,8.0,6.0,False,0:00,['MajicBear'],['Jbot'],3,1,"May 21, 2020 - 17:00 PDT",North America,3,0,True,False,14.0
Team Envy,Fall,4.0,2.0,False,0:00,"['Atomic', 'mist', 'retals']","['2Piece', 'Chronic', 'ZPS']",1,3,"May 21, 2020 - 17:00 PDT",North America,3,2,True,False,6.0
Team Envy,Fall,1.0,2.0,False,0:00,"['Atomic', 'mist']","['2Piece', 'Chronic']",2,2,"May 21, 2020 - 17:00 PDT",North America,3,2,False,True,3.0
Team Envy,Fall,5.0,8.0,False,0:00,['retals'],['Chronic'],3,1,"May 21, 2020 - 17:00 PDT",North America,3,2,False,True,13.0
Team Envy,Fall,2.0,1.0,True,0:23,"['Atomic', 'mist', 'retals']","['2Piece', 'Chronic', 'ZPS']",4,3,"May 21, 2020 - 17:00 PDT",North America,3,2,True,False,3.0
Team Envy,Fall,5.0,4.0,False,0:00,['retals'],['Chronic'],5,1,"May 21, 2020 - 17:00 PDT",North America,3,2,True,False,9.0
Spacestation Gaming,Look at Curry,5.0,2.0,False,0:00,"['Arsenal', 'AxB', 'Sypical']","['FTMHere', 'Wellace', 'qwop']",1,3,"May 21, 2020 - 18:00 PDT",North America,3,0,True,False,7.0
Spacestation Gaming,Look at Curry,3.0,2.0,True,0:52,"['Arsenal', 'Sypical']","['Wellace', 'qwop']",2,2,"May 21, 2020 - 18:00 PDT",North America,3,0,True,False,5.0
Spacestation Gaming,Look at Curry,8.0,4.0,False,0:00,['Arsenal'],['FTMHere'],3,1,"May 21, 2020 - 18:00 PDT",North America,3,0,True,False,12.0
Mirage,Legion,1.0,2.0,False,0:00,"['Comm', 'Freshness', 'Luke']","['Allushin', 'TyNotTyler', 'Wonder']",1,3,"May 21, 2020 - 18:00 PDT",North America,3,2,False,True,3.0
Mirage,Legion,3.0,2.0,False,0:00,"['Comm', 'Freshness']","['Allushin', 'Wonder']",2,2,"May 21, 2020 - 18:00 PDT",North America,3,2,True,False,5.0
Mirage,Legion,1.0,0.0,False,0:00,['Comm'],['TyNotTyler'],3,1,"May 21, 2020 - 18:00 PDT",North America,3,2,True,False,1.0
Mirage,Legion,2.0,3.0,False,0:00,"['Comm', 'Freshness', 'Luke']","['Allushin', 'TyNotTyler', 'Wonder']",4,3,"May 21, 2020 - 18:00 PDT",North America,3,2,False,True,5.0
Mirage,Legion,6.0,2.0,False,0:00,"['Comm', 'Freshness']","['Allushin', 'Wonder']",5,2,"May 21, 2020 - 18:00 PDT",North America,3,2,True,False,8.0
Charlotte Phoenix,Divine,4.0,5.0,False,0:00,"['Karma', 'Shadow', 'WondaMike']","['Dino', 'JRuss', 'Porklet']",1,3,"May 21, 2020 - 18:00 PDT",North America,0,3,False,True,9.0
Charlotte Phoenix,Divine,2.0,5.0,False,0:00,"['Shadow', 'WondaMike']","['Dino', 'JRuss']",2,2,"May 21, 2020 - 18:00 PDT",North America,0,3,False,True,7.0
Charlotte Phoenix,Divine,3.0,5.0,False,0:00,['WondaMike'],['JRuss'],3,1,"May 21, 2020 - 18:00 PDT",North America,0,3,False,True,8.0
Cloud9,Team Meteor,2.0,3.0,True,0:15,"['Gimmick', 'Squishy', 'Torment']","['Ahduhm', 'Kirii', 'ostyn']",1,3,"May 21, 2020 - 18:00 PDT",North America,2,3,False,True,5.0
Cloud9,Team Meteor,8.0,4.0,False,0:00,"['Gimmick', 'Squishy']","['Ahduhm', 'Sharp']",2,2,"May 21, 2020 - 18:00 PDT",North America,2,3,True,False,12.0
Cloud9,Team Meteor,4.0,8.0,False,0:00,['Gimmick'],['Sharp'],3,1,"May 21, 2020 - 18:00 PDT",North America,2,3,False,True,12.0
Cloud9,Team Meteor,3.0,1.0,False,0:00,"['Gimmick', 'Squishy', 'Torment']","['Ahduhm', 'Kirii', 'ostyn']",4,3,"May 21, 2020 - 18:00 PDT",North America,2,3,True,False,4.0
Cloud9,Team Meteor,5.0,6.0,False,0:00,['Squishy'],['Sharp'],5,1,"May 21, 2020 - 18:00 PDT",North America,2,3,False,True,11.0
G2 Esports,Jamal Jabary,3.0,1.0,False,0:00,"['Chicago', 'JKnaps', 'Rizzo']","['Lj', 'Spyder', 'Toastie']",1,3,"May 21, 2020 - 16:00 PDT",North America,3,0,True,False,4.0
G2 Esports,Jamal Jabary,4.0,0.0,False,0:00,"['Chicago', 'Mile']","['Lj', 'dreaz']",2,2,"May 21, 2020 - 16:00 PDT",North America,3,0,True,False,4.0
G2 Esports,Jamal Jabary,3.0,2.0,False,0:00,['Mile'],['dreaz'],3,1,"May 21, 2020 - 16:00 PDT",North America,3,0,True,False,5.0
72 Pin Connector,Susquehanna Soniqs,2.0,5.0,False,0:00,"['Demo', 'Jacob', 'LionBlaze']","['Dappur', 'Satthew', 'Shock']",1,3,"May 21, 2020 - 16:00 PDT",North America,3,2,False,True,7.0
72 Pin Connector,Susquehanna Soniqs,3.0,1.0,False,0:00,"['Jacob', 'LionBlaze']","['Satthew', 'Shock']",2,2,"May 21, 2020 - 16:00 PDT",North America,3,2,True,False,4.0
72 Pin Connector,Susquehanna Soniqs,10.0,4.0,False,0:00,['LionBlaze'],['Dappur'],3,1,"May 21, 2020 - 16:00 PDT",North America,3,2,True,False,14.0
72 Pin Connector,Susquehanna Soniqs,1.0,2.0,True,0:04,"['Demo', 'Jacob', 'LionBlaze']","['Dappur', 'Satthew', 'Shock']",4,3,"May 21, 2020 - 16:00 PDT",North America,3,2,False,True,3.0
72 Pin Connector,Susquehanna Soniqs,15.0,4.0,False,0:00,['LionBlaze'],['Dappur'],5,1,"May 21, 2020 - 16:00 PDT",North America,3,2,True,False,19.0
NRG Esports,Stromboli,1.0,3.0,False,0:00,"['GarrettG', 'Turbopolsa', 'jstn.']","['AlphaKep', 'JPow', 'hec']",1,3,"May 21, 2020 - 17:00 PDT",North America,0,3,False,True,4.0
NRG Esports,Stromboli,3.0,4.0,False,0:00,"['GarrettG', 'Turbopolsa']","['AlphaKep', 'JPow']",2,2,"May 21, 2020 - 17:00 PDT",North America,0,3,False,True,7.0
NRG Esports,Stromboli,3.0,8.0,False,0:00,['GarrettG'],['AlphaKep'],3,1,"May 21, 2020 - 17:00 PDT",North America,0,3,False,True,11.0
EUnited,Pittsburgh Knights,1.0,4.0,False,0:00,"['Memory', 'ayjacks', 'hockser']","['AlRaz', 'AyyJayy', 'Gyro.']",1,3,"May 21, 2020 - 17:00 PDT",North America,3,1,False,True,5.0
EUnited,Pittsburgh Knights,1.0,0.0,False,0:00,"['ayjacks', 'hockser']","['AyyJayy', 'Gyro.']",2,2,"May 21, 2020 - 17:00 PDT",North America,3,1,True,False,1.0
EUnited,Pittsburgh Knights,7.0,3.0,False,0:00,['ayjacks'],['AyyJayy'],3,1,"May 21, 2020 - 17:00 PDT",North America,3,1,True,False,10.0
EUnited,Pittsburgh Knights,1.0,0.0,True,0:18,"['Memory', 'ayjacks', 'hockser']","['AlRaz', 'AyyJayy', 'Gyro.']",4,3,"May 21, 2020 - 17:00 PDT",North America,3,1,True,False,1.0
Rogue,Plot Twist,1.0,2.0,False,0:00,"['Kronovi', 'Turinturo', 'firstkiller']","['Taroco', 'mectos', 'sosa']",1,3,"May 21, 2020 - 18:00 PDT",North America,3,2,False,True,3.0
Rogue,Plot Twist,2.0,0.0,False,0:00,"['Turinturo', 'firstkiller']","['Taroco', 'mectos']",2,2,"May 21, 2020 - 18:00 PDT",North America,3,2,True,False,2.0
Rogue,Plot Twist,6.0,5.0,True,0:11,['firstkiller'],['Taroco'],3,1,"May 21, 2020 - 18:00 PDT",North America,3,2,True,False,11.0
Rogue,Plot Twist,0.0,1.0,False,0:00,"['Kronovi', 'Turinturo', 'firstkiller']","['Taroco', 'mectos', 'sosa']",4,3,"May 21, 2020 - 18:00 PDT",North America,3,2,False,True,1.0
Rogue,Plot Twist,4.0,2.0,False,0:00,"['Turinturo', 'firstkiller']","['Taroco', 'mectos']",5,2,"May 21, 2020 - 18:00 PDT",North America,3,2,True,False,6.0
Affinity,Team Envy,0.0,4.0,False,0:00,"['MajicBear', 'Percy', 'creamz']","['Atomic', 'mist', 'retals']",1,3,"May 21, 2020 - 18:00 PDT",North America,2,3,False,True,4.0
Affinity,Team Envy,3.0,2.0,False,0:00,"['MajicBear', 'Percy']","['Atomic', 'mist']",2,2,"May 21, 2020 - 18:00 PDT",North America,2,3,True,False,5.0
Affinity,Team Envy,8.0,7.0,False,0:00,['MajicBear'],['retals'],3,1,"May 21, 2020 - 18:00 PDT",North America,2,3,True,False,15.0
Affinity,Team Envy,1.0,4.0,False,0:00,"['MajicBear', 'Percy', 'creamz']","['Atomic', 'mist', 'retals']",4,3,"May 21, 2020 - 18:00 PDT",North America,2,3,False,True,5.0
Affinity,Team Envy,1.0,2.0,False,0:00,"['MajicBear', 'Percy']","['Atomic', 'mist']",5,2,"May 21, 2020 - 18:00 PDT",North America,2,3,False,True,3.0
Spacestation Gaming,Mirage,4.0,1.0,False,0:00,"['Arsenal', 'AxB', 'Sypical']","['Comm', 'Freshness', 'Luke']",1,3,"May 21, 2020 - 19:00 PDT",North America,3,0,True,False,5.0
Spacestation Gaming,Mirage,4.0,3.0,False,0:00,"['Arsenal', 'Sypical']","['Comm', 'Freshness']",2,2,"May 21, 2020 - 19:00 PDT",North America,3,0,True,False,7.0
Spacestation Gaming,Mirage,7.0,6.0,True,0:09,['Arsenal'],['Comm'],3,1,"May 21, 2020 - 19:00 PDT",North America,3,0,True,False,13.0
Divine,Team Meteor,4.0,1.0,False,0:00,"['Dino', 'JRuss', 'Porklet']","['Ahduhm', 'kirii', 'ostyn']",1,3,"May 21, 2020 - 19:00 PDT",North America,2,3,True,False,5.0
Divine,Team Meteor,2.0,3.0,False,0:00,"['Dino', 'JRuss']","['Ahduhm', 'Sharp']",2,2,"May 21, 2020 - 19:00 PDT",North America,2,3,False,True,5.0
Divine,Team Meteor,6.0,2.0,False,0:00,['JRuss'],['Sharp'],3,1,"May 21, 2020 - 19:00 PDT",North America,2,3,True,False,8.0
Divine,Team Meteor,1.0,2.0,False,0:00,"['Dino', 'JRuss']","['Ahduhm', 'Sharp']",4,2,"May 21, 2020 - 19:00 PDT",North America,2,3,False,True,3.0
Divine,Team Meteor,1.0,2.0,False,0:00,"['Dino', 'JRuss', 'Porklet']","['Ahduhm', 'kirii', 'ostyn']",5,3,"May 21, 2020 - 19:00 PDT",North America,2,3,False,True,3.0
G2 Esports,72 Pin Connector,2.0,0.0,False,0:00,"['Chicago', 'JKnaps', 'Rizzo']","['Demo', 'Jacob', 'LionBlaze']",1,3,"May 21, 2020 - 17:00 PDT",North America,2,3,True,False,2.0
G2 Esports,72 Pin Connector,2.0,3.0,True,1:09,"['Chicago', 'Mile']","['Jacob', 'LionBlaze']",2,2,"May 21, 2020 - 17:00 PDT",North America,2,3,False,True,5.0
G2 Esports,72 Pin Connector,3.0,7.0,False,0:00,['Mile'],['LionBlaze'],3,1,"May 21, 2020 - 17:00 PDT",North America,2,3,False,True,10.0
G2 Esports,72 Pin Connector,1.0,0.0,False,0:00,"['Chicago', 'JKnaps', 'Rizzo']","['Demo', 'Jacob', 'LionBlaze']",4,3,"May 21, 2020 - 17:00 PDT",North America,2,3,True,False,1.0
G2 Esports,72 Pin Connector,6.0,7.0,False,0:00,['Mile'],['LionBlaze'],5,1,"May 21, 2020 - 17:00 PDT",North America,2,3,False,True,13.0
Stromboli,EUnited,4.0,1.0,False,0:00,"['AlphaKep', 'JPow', 'hec']","['Memory', 'ayjacks', 'hockser']",1,3,"May 21, 2020 - 18:00 PDT",North America,3,0,True,False,5.0
Stromboli,EUnited,5.0,3.0,False,0:00,"['AlphaKep', 'JPow']","['ayjacks', 'hockser']",2,2,"May 21, 2020 - 18:00 PDT",North America,3,0,True,False,8.0
Stromboli,EUnited,12.0,2.0,False,0:00,['AlphaKep'],['ayjacks'],3,1,"May 21, 2020 - 18:00 PDT",North America,3,0,True,False,14.0
Rogue,Team Envy,1.0,3.0,False,0:00,"['Kronovi', 'Turinturo', 'firstkiller']","['Atomic', 'mist', 'retals']",1,3,"May 21, 2020 - 19:00 PDT",North America,3,2,False,True,4.0
Rogue,Team Envy,2.0,3.0,True,1:54,"['Turinturo', 'firstkiller']","['Atomic', 'retals']",2,2,"May 21, 2020 - 19:00 PDT",North America,3,2,False,True,5.0
Rogue,Team Envy,10.0,5.0,False,0:00,['firstkiller'],['Atomic'],3,1,"May 21, 2020 - 19:00 PDT",North America,3,2,True,False,15.0
Rogue,Team Envy,9.0,7.0,False,0:00,['firstkiller'],['Atomic'],4,1,"May 21, 2020 - 19:00 PDT",North America,3,2,True,False,16.0
Rogue,Team Envy,3.0,2.0,True,1:49,"['Kronovi', 'Turinturo', 'firstkiller']","['Atomic', 'mist', 'retals']",5,3,"May 21, 2020 - 19:00 PDT",North America,3,2,True,False,5.0
Spacestation Gaming,Team Meteor,3.0,2.0,False,0:00,"['Arsenal', 'AxB', 'Sypical']","['Ahduhm', 'Kirii', 'ostyn']",1,3,"May 21, 2020 - 20:00 PDT",North America,3,2,True,False,5.0
Spacestation Gaming,Team Meteor,4.0,2.0,False,0:00,"['Arsenal', 'Sypical']","['Ahduhm', 'Sharp']",2,2,"May 21, 2020 - 20:00 PDT",North America,3,2,True,False,6.0
Spacestation Gaming,Team Meteor,7.0,11.0,False,0:00,['Arsenal'],['Sharp'],3,1,"May 21, 2020 - 20:00 PDT",North America,3,2,False,True,18.0
Spacestation Gaming,Team Meteor,6.0,7.0,False,0:00,['Sypical'],['Sharp'],4,1,"May 21, 2020 - 20:00 PDT",North America,3,2,False,True,13.0
Spacestation Gaming,Team Meteor,5.0,1.0,False,0:00,"['Arsenal', 'Sypical']","['Ahduhm', 'Kirii']",5,2,"May 21, 2020 - 20:00 PDT",North America,3,2,True,False,6.0
Uva,Flight,1.0,4.0,False,0:00,"['fAsi', 'ianpinheiro', 'math']","['Aeon', 'Rapid', 'Sea-Bass']",1,3,"May 21, 2020 - 17:00 PDT",North America,0,3,False,True,5.0
Uva,Flight,2.0,5.0,False,0:00,"['ianpinheiro', 'math']","['Aeon', 'Rapid']",2,2,"May 21, 2020 - 17:00 PDT",North America,0,3,False,True,7.0
Uva,Flight,1.0,10.0,False,0:00,['ianpinheiro'],['rapid'],3,1,"May 21, 2020 - 17:00 PDT",North America,0,3,False,True,11.0
Warriors International,Enormity eSports,5.0,1.0,False,0:00,"['Buddy', 'JWismont', 'Stokelyy']","['AdverseMeteor', 'Oath', 'Skyzz']",1,3,"May 21, 2020 - 17:00 PDT",North America,1,3,True,False,6.0
Warriors International,Enormity eSports,1.0,2.0,False,0:00,"['Buddy', 'JWismont']","['AdverseMeteor', 'Oath']",2,2,"May 21, 2020 - 17:00 PDT",North America,1,3,False,True,3.0
Warriors International,Enormity eSports,2.0,8.0,False,0:00,['Buddy'],['AdverseMeteor'],3,1,"May 21, 2020 - 17:00 PDT",North America,1,3,False,True,10.0
Warriors International,Enormity eSports,0.0,2.0,False,0:00,"['Buddy', 'JWismont', 'Stokelyy']","['AdverseMeteor', 'Oath', 'Skyzz']",4,3,"May 21, 2020 - 17:00 PDT",North America,1,3,False,True,2.0
Momentum,Ellevens Esports,2.0,6.0,False,0:00,"['Mijo', 'Pirates', 'PrimeThunder']","['CaioTG1', 'caard', 'tander']",1,3,"May 21, 2020 - 18:00 PDT",North America,1,3,False,True,8.0
Momentum,Ellevens Esports,3.0,4.0,False,0:00,"['Mijo', 'Pirates']","['BRUNOVISQUII', 'CaioTG1']",2,2,"May 21, 2020 - 18:00 PDT",North America,1,3,False,True,7.0
Momentum,Ellevens Esports,5.0,4.0,False,0:00,['Mijo'],['BRUNOVISQUII'],3,1,"May 21, 2020 - 18:00 PDT",North America,1,3,True,False,9.0
Momentum,Ellevens Esports,2.0,3.0,False,0:00,"['Mijo', 'Pirates', 'PrimeThunder']","['CaioTG1', 'caard', 'tander']",4,3,"May 21, 2020 - 18:00 PDT",North America,1,3,False,True,5.0
Avidity Esports,Sup,2.0,3.0,False,0:00,"['FirefoxD', 'Haberkamper', 'renaN']","['Daniel', 'Forky', 'money']",1,3,"May 21, 2020 - 18:00 PDT",North America,2,3,False,True,5.0
Avidity Esports,Sup,2.0,1.0,False,0:00,"['FirefoxD', 'renaN']","['Daniel', 'Forky']",2,2,"May 21, 2020 - 18:00 PDT",North America,2,3,True,False,3.0
Avidity Esports,Sup,6.0,7.0,False,0:00,['renaN'],['Daniel'],3,1,"May 21, 2020 - 18:00 PDT",North America,2,3,False,True,13.0
Avidity Esports,Sup,1.0,0.0,False,0:00,"['FirefoxD', 'renaN']","['Daniel', 'Forky']",4,2,"May 21, 2020 - 18:00 PDT",North America,2,3,True,False,1.0
Avidity Esports,Sup,2.0,3.0,False,0:00,"['FirefoxD', 'Haberkamper', 'renaN']","['Daniel', 'Forky', 'money']",5,3,"May 21, 2020 - 18:00 PDT",North America,2,3,False,True,5.0
3 Star Armada,Vision,1.0,2.0,True,3:24,"['Astroh', 'Brendan', 'Skillz']","['BeastMode', 'Radoko', 'kinseh']",1,3,"May 21, 2020 - 19:00 PDT",North America,2,3,False,True,3.0
3 Star Armada,Vision,6.0,3.0,False,0:00,"['Astroh', 'Skillz']","['BeastMode', 'Radoko']",2,2,"May 21, 2020 - 19:00 PDT",North America,2,3,True,False,9.0
3 Star Armada,Vision,7.0,5.0,False,0:00,['Skillz'],['kinseh'],3,1,"May 21, 2020 - 19:00 PDT",North America,2,3,True,False,12.0
3 Star Armada,Vision,1.0,2.0,True,2:13,"['Astroh', 'Brendan', 'Skillz']","['BeastMode', 'Radoko', 'kinseh']",4,3,"May 21, 2020 - 19:00 PDT",North America,2,3,False,True,3.0
3 Star Armada,Vision,2.0,7.0,False,0:00,"['Astroh', 'Skillz']","['BeastMode', 'kinseh']",5,2,"May 21, 2020 - 19:00 PDT",North America,2,3,False,True,9.0
Double Tap,Fall,1.0,4.0,False,0:00,"['Andy', 'Delta', 'Thundah']","['2Piece', 'Chronic', 'ZPS']",1,3,"May 21, 2020 - 19:00 PDT",North America,3,1,False,True,5.0
Double Tap,Fall,4.0,1.0,False,0:00,"['Andy', 'JBot']","['2Piece', 'Chronic']",2,2,"May 21, 2020 - 19:00 PDT",North America,3,1,True,False,5.0
Double Tap,Fall,9.0,2.0,False,0:00,['JBot'],['Chronic'],3,1,"May 21, 2020 - 19:00 PDT",North America,3,1,True,False,11.0
Double Tap,Fall,1.0,0.0,False,0:00,"['Andy', 'Delta', 'Thundah']","['2Piece', 'Chronic', 'ZPS']",4,3,"May 21, 2020 - 19:00 PDT",North America,3,1,True,False,1.0
Look at Curry,Legion,4.0,2.0,False,0:00,"['FTMHere', 'Wellace', 'qwop']","['Allushin', 'TyNotTyler', 'Wonder']",1,3,"May 21, 2020 - 20:00 PDT",North America,3,1,True,False,6.0
Look at Curry,Legion,2.0,7.0,False,0:00,"['Wellace', 'qwop']","['Allushin', 'TyNotTyler']",2,2,"May 21, 2020 - 20:00 PDT",North America,3,1,False,True,9.0
Look at Curry,Legion,12.0,2.0,False,0:00,['Gengar'],['TyNotTyler'],3,1,"May 21, 2020 - 20:00 PDT",North America,3,1,True,False,14.0
Look at Curry,Legion,4.0,3.0,False,0:00,"['FTMHere', 'qwop']","['Allushin', 'Wonder']",4,2,"May 21, 2020 - 20:00 PDT",North America,3,1,True,False,7.0
