team0,team1,team0_score,team1_score,ot,ot_time,team0_pl,team1_pl,game_num,player_num,time,region,team0_match_score,team1_match_score,team0_win,team1_win,goals_scored
Veloce Esports,Team Singularity,1.0,0.0,True,1:47,"['FlamE', 'Kassio', 'archie']","['Scrub Killa', 'ThO', 'noly']",1,3,"May 22, 2020 - 20:00 CEST",Europe,2,3,True,False,1.0
Veloce Esports,Team Singularity,1.0,2.0,False,0:00,"['FlamE', 'archie']","['Scrub Killa', 'ThO']",2,2,"May 22, 2020 - 20:00 CEST",Europe,2,3,False,True,3.0
Veloce Esports,Team Singularity,4.0,5.0,False,0:00,['archie'],['Scrub Killa'],3,1,"May 22, 2020 - 20:00 CEST",Europe,2,3,False,True,9.0
Veloce Esports,Team Singularity,3.0,0.0,False,0:00,"['FlamE', 'Kassio', 'archie']","['Scrub Killa', 'ThO', 'noly']",4,3,"May 22, 2020 - 20:00 CEST",Europe,2,3,True,False,3.0
Veloce Esports,Team Singularity,3.0,7.0,False,0:00,['FlamE'],['Scrub Killa'],5,1,"May 22, 2020 - 20:00 CEST",Europe,2,3,False,True,10.0
Team BDS,Dignitas,4.0,3.0,True,0:25,"['Marc_By_8', 'Monkey Moon', 'Nachitow']","['Joreuz', 'ViolentPanda', 'Yukeo']",1,3,"May 22, 2020 - 21:00 CEST",Europe,2,3,True,False,7.0
Team BDS,Dignitas,2.0,3.0,False,0:00,"['Marc_By_8', 'Monkey Moon']","['Joreuz', 'Yukeo']",2,2,"May 22, 2020 - 21:00 CEST",Europe,2,3,False,True,5.0
Team BDS,Dignitas,5.0,7.0,False,0:00,['Monkey Moon'],['Joreuz'],3,1,"May 22, 2020 - 21:00 CEST",Europe,2,3,False,True,12.0
Team BDS,Dignitas,2.0,1.0,True,1:30,"['Marc_By_8', 'Monkey Moon', 'Nachitow']","['Joreuz', 'ViolentPanda', 'Yukeo']",4,3,"May 22, 2020 - 21:00 CEST",Europe,2,3,True,False,3.0
Team BDS,Dignitas,4.0,9.0,False,0:00,['Monkey Moon'],['Joreuz'],5,1,"May 22, 2020 - 21:00 CEST",Europe,2,3,False,True,13.0
Nameless,Tree of a Kind,2.0,3.0,False,0:00,"['DmentZa', 'Oscillon', 'Rix_Ronday']","['Mittaen', 'Tahz', 'eekso']",1,3,"May 22, 2020 - 23:00 CEST",Europe,0,3,False,True,5.0
Nameless,Tree of a Kind,1.0,2.0,True,1:19,"['Oscillon', 'Rix_Ronday']","['Mittaen', 'eekso']",2,2,"May 22, 2020 - 23:00 CEST",Europe,0,3,False,True,3.0
Nameless,Tree of a Kind,4.0,8.0,False,0:00,['DmentZa'],['eekso'],3,1,"May 22, 2020 - 23:00 CEST",Europe,0,3,False,True,12.0
Endpoint,Solary,2.0,1.0,True,0:06,"['Metsanauris', 'RelatingWave', 'virtuoso']","['ExoTiiK', 'Kérian', 'Meloshisu']",1,3,"May 22, 2020 - 23:00 CEST",Europe,2,3,True,False,3.0
Endpoint,Solary,3.0,6.0,False,0:00,"['Metsanauris', 'virtuoso']","['ExoTiiK', 'Meloshisu']",2,2,"May 22, 2020 - 23:00 CEST",Europe,2,3,False,True,9.0
Endpoint,Solary,4.0,9.0,False,0:00,['RelatingWave'],['ExoTiiK'],3,1,"May 22, 2020 - 23:00 CEST",Europe,2,3,False,True,13.0
Endpoint,Solary,3.0,2.0,True,4:19,"['Metsanauris', 'RelatingWave', 'virtuoso']","['ExoTiiK', 'Kérian', 'Meloshisu']",4,3,"May 22, 2020 - 23:00 CEST",Europe,2,3,True,False,5.0
Endpoint,Solary,1.0,3.0,False,0:00,"['Metsanauris', 'RelatingWave']","['ExoTiiK', 'Meloshisu']",5,2,"May 22, 2020 - 23:00 CEST",Europe,2,3,False,True,4.0
